,Air Temperature,Wall Temperature,data
0.0,21.45917417999999,21.45917417999999,21.45917418
0.00027778411973617453,21.456858271913006,21.45917059108399,21.45917418
0.0005555682394723491,21.454543182418604,21.459167001051412,21.45917418
0.0008333523592085237,21.452228911220573,21.459163409902715,21.45917418
0.0011111364789446981,21.449915457977625,21.45915981763835,21.45917418
0.0013889205986808728,21.447602822508827,21.459156224258436,21.45917418
0.0016667047184170474,21.445291004472097,21.459152629763366,21.45917418
0.0019444888381532218,21.442980003544847,21.459149034153597,21.45917418
0.0022222729578893962,21.440669819404548,21.45914543742947,21.45917418
0.0025000570776255713,21.438360451728613,21.45914183959144,21.45917418
0.0027778411973617455,21.436051900194514,21.45913824063979,21.45917418
0.00305562531709792,21.433744164479663,21.459134640575087,21.45917418
0.003333409436834095,21.431437244261474,21.459131039397505,21.45917418
0.003611193556570269,21.429131139217418,21.459127437107497,21.45917418
0.0038889776763064436,21.426825849024908,21.45912383370552,21.45917418
0.004166761796042618,21.424521373361358,21.45912022919191,21.45917418
0.0044445459157787925,21.42221771190509,21.45911662356707,21.45917418
0.004722330035514967,21.419914864399743,21.459113016831225,21.45917418
0.005000114155251143,21.417612830575933,21.459109408984887,21.45917418
0.005277898274987316,21.415311610127787,21.459105800028226,21.45917418
0.005555682394723491,21.413011202749203,21.459102189961754,21.45917418
0.005833466514459666,21.410711608134363,21.4590985787857,21.45917418
0.00611125063419584,21.40841282597728,21.459094966500516,21.45917418
0.006389034753932014,21.40611485597202,21.4590913531066,21.45917418
0.00666681887366819,21.403817697812656,21.45908773860424,21.45917418
0.006944602993404364,21.401521351193253,21.45908412299383,21.45917418
0.007222387113140538,21.399225815807824,21.459080506275768,21.45917418
0.007500171232876713,21.39693109135044,21.459076888450397,21.45917418
0.007777955352612887,21.394637177515165,21.459073269518058,21.45917418
0.008055739472349062,21.39234407399988,21.459069649479147,21.45917418
0.008333523592085236,21.39005178050462,21.459066028334007,21.45917418
0.008611307711821411,21.387760296724764,21.459062406083035,21.45917418
0.008889091831557585,21.385469622355913,21.459058782726572,21.45917418
0.00916687595129376,21.383179757093444,21.45905515826496,21.45917418
0.009444660071029934,21.38089070063279,21.459051532698595,21.45917418
0.00972244419076611,21.378602452669384,21.459047906027877,21.45917418
0.010000228310502285,21.376315012898772,21.45904427825309,21.45917418
0.010278012430238457,21.37402838101633,21.45904064937463,21.45917418
0.010555796549974633,21.37174255671755,21.459037019392895,21.45917418
0.010833580669710808,21.369457539697862,21.459033388308228,21.45917418
0.011111364789446982,21.3671733296527,21.45902975612097,21.45917418
0.011389148909183158,21.364889926362764,21.459026122831403,21.45917418
0.011666933028919331,21.3626073293392,21.459022488440098,21.45917418
0.011944717148655505,21.360325538393738,21.459018852947395,21.45917418
0.01222250126839168,21.3580445532221,21.459015216353464,21.45917418
0.012500285388127856,21.35576437352006,21.45901157865876,21.45917418
0.012778069507864028,21.35348499898356,21.45900793986374,21.45917418
0.013055853627600204,21.35120642930866,21.459004299968626,21.45917418
0.01333363774733638,21.34892866419159,21.459000658973878,21.45917418
0.013611421867072553,21.34665170332852,21.458997016879778,21.45917418
0.013889205986808728,21.344375546415847,21.45899337368678,21.45917418
0.0141669901065449,21.342100193150145,21.45898972939517,21.45917418
0.014444774226281076,21.339825643227982,21.458986084005346,21.45917418
0.014722558346017251,21.33755189634985,21.458982437517705,21.45917418
0.015000342465753425,21.335278952234148,21.458978789932473,21.45917418
0.0152781265854896,21.33300681058205,21.458975141250164,21.45917418
0.015555910705225775,21.33073547109126,21.458971491470948,21.45917418
0.01583369482496195,21.328464933459713,21.458967840595392,21.45917418
0.016111478944698124,21.326195197385402,21.458964188623725,21.45917418
0.0163892630644343,21.323926262566488,21.458960535556344,21.45917418
0.01666704718417047,21.321658128701245,21.458956881393647,21.45917418
0.016944831303906647,21.31939079548806,21.458953226135918,21.45917418
0.017222615423642822,21.31712426262544,21.458949569783556,21.45917418
0.017500399543378994,21.314858529812,21.4589459123369,21.45917418
0.01777818366311517,21.312593596746467,21.458942253796465,21.45917418
0.018055967782851345,21.310329463127744,21.458938594162362,21.45917418
0.01833375190258752,21.308066128654787,21.458934933435103,21.45917418
0.018611536022323693,21.305803593026724,21.458931271615086,21.45917418
0.01888932014205987,21.30354185594274,21.45892760870254,21.45917418
0.019167104261796044,21.301280917102247,21.458923944697915,21.45917418
0.01944488838153222,21.299020776204543,21.458920279601557,21.45917418
0.019722672501268395,21.296761432949438,21.458916613413805,21.45917418
0.02000045662100457,21.294502887036458,21.458912946135,21.45917418
