Timestamp,Numbers
2020-01-22 20:00:00,386
2020-01-22 20:10:00,390
2020-01-22 20:20:00,401
2020-01-22 20:30:00,399
2020-01-22 20:40:00,403
2020-01-22 20:50:00,410
2020-01-22 21:00:00,414
2020-01-22 21:10:00,414
2020-01-22 21:20:00,402
2020-01-22 21:30:00,387
2020-01-22 21:40:00,385
2020-01-22 21:50:00,393
2020-01-22 22:00:00,389
2020-01-22 22:10:00,395
2020-01-22 22:20:00,394
2020-01-22 22:30:00,395
2020-01-22 22:40:00,397
2020-01-22 22:50:00,202
2020-01-22 23:00:00,409
2020-01-22 23:10:00,406
2020-01-22 23:20:00,404
2020-01-22 23:30:00,400
2020-01-22 23:40:00,408
2020-01-22 23:50:00,405
2020-01-23 00:00:00,405
2020-01-23 00:10:00,404
2020-01-23 00:20:00,401
2020-01-23 00:30:00,398
2020-01-23 00:40:00,392
2020-01-23 00:50:00,392
2020-01-23 01:00:00,401
2020-01-23 01:10:00,392
2020-01-23 01:20:00,386
2020-01-23 01:30:00,370
2020-01-23 01:40:00,363
2020-01-23 01:50:00,365
2020-01-23 02:00:00,365
2020-01-23 02:10:00,359
2020-01-23 02:20:00,363
2020-01-23 02:30:00,180
2020-01-23 02:40:00,364
2020-01-23 02:50:00,357
2020-01-23 03:00:00,355
2020-01-23 03:10:00,349
2020-01-23 03:20:00,350
2020-01-23 03:30:00,344
2020-01-23 03:40:00,352
2020-01-23 03:50:00,358
2020-01-23 04:00:00,359
2020-01-23 04:10:00,357
2020-01-23 04:20:00,362
2020-01-23 04:30:00,360
2020-01-23 04:40:00,362
2020-01-23 04:50:00,357
2020-01-23 05:00:00,364
2020-01-23 05:10:00,364
2020-01-23 05:20:00,361
2020-01-23 05:30:00,357
2020-01-23 05:40:00,364
2020-01-23 05:50:00,361
2020-01-23 06:00:00,355
2020-01-23 06:10:00,359
2020-01-23 06:20:00,357
2020-01-23 06:30:00,358
2020-01-23 06:40:00,360
2020-01-23 06:50:00,363
2020-01-23 07:00:00,369
2020-01-23 07:10:00,367
2020-01-23 07:20:00,365
2020-01-23 07:30:00,361
2020-01-23 07:40:00,370
2020-01-23 07:50:00,379
2020-01-23 08:00:00,387
2020-01-23 08:10:00,392
2020-01-23 08:20:00,395
2020-01-23 08:30:00,418
2020-01-23 08:40:00,204
2020-01-23 08:50:00,394
2020-01-23 09:00:00,357
2020-01-23 09:10:00,353
2020-01-23 09:20:00,352
2020-01-23 09:30:00,342
2020-01-23 09:40:00,347
2020-01-23 09:50:00,355
2020-01-23 10:00:00,346
2020-01-23 10:10:00,327
2020-01-23 10:20:00,336
2020-01-23 10:30:00,357
2020-01-23 10:40:00,404
2020-01-23 10:50:00,393
2020-01-23 11:00:00,392
2020-01-23 11:10:00,377
2020-01-23 11:20:00,392
2020-01-23 11:30:00,391
2020-01-23 11:40:00,206
2020-01-23 11:50:00,429
2020-01-23 12:00:00,386
2020-01-23 12:10:00,400
2020-01-23 12:20:00,365
2020-01-23 12:30:00,377
2020-01-23 12:40:00,398
2020-01-23 12:50:00,451
2020-01-23 13:00:00,429
2020-01-23 13:10:00,436
2020-01-23 13:20:00,418
2020-01-23 13:30:00,232
2020-01-23 13:40:00,450
2020-01-23 13:50:00,233
2020-01-23 14:00:00,626
2020-01-23 14:10:00,192
2020-01-23 14:20:00,393
2020-01-23 14:30:00,394
2020-01-23 14:40:00,417
2020-01-23 14:50:00,415
2020-01-23 15:00:00,422
2020-01-23 15:10:00,396
2020-01-23 15:20:00,405
2020-01-23 15:30:00,409
2020-01-23 15:40:00,421
2020-01-23 15:50:00,215
2020-01-23 16:00:00,413
2020-01-23 16:10:00,400
2020-01-23 16:20:00,379
2020-01-23 16:30:00,386
2020-01-23 16:40:00,374
2020-01-23 16:50:00,378
2020-01-23 17:00:00,391
2020-01-23 17:10:00,401
2020-01-23 17:20:00,399
2020-01-23 17:30:00,387
2020-01-23 17:40:00,396
2020-01-23 17:50:00,195
2020-01-23 18:00:00,398
2020-01-23 18:10:00,394
2020-01-23 18:20:00,386
2020-01-23 18:30:00,377
2020-01-23 18:40:00,366
2020-01-23 18:50:00,370
2020-01-23 19:00:00,364
2020-01-23 19:10:00,362
2020-01-23 19:20:00,360
2020-01-23 19:30:00,364
2020-01-23 19:40:00,366
2020-01-23 19:50:00,373
2020-01-23 20:00:00,374
2020-01-23 20:10:00,381
2020-01-23 20:20:00,388
2020-01-23 20:30:00,397
2020-01-23 20:40:00,404
2020-01-23 20:50:00,207
2020-01-23 21:00:00,422
2020-01-23 21:10:00,417
2020-01-23 21:20:00,415
2020-01-23 21:30:00,425
2020-01-23 21:40:00,424
2020-01-23 21:50:00,431
2020-01-23 22:00:00,420
2020-01-23 22:10:00,432
2020-01-23 22:20:00,418
2020-01-23 22:30:00,429
2020-01-23 22:40:00,429
2020-01-23 22:50:00,430
2020-01-23 23:00:00,429
2020-01-23 23:10:00,435
2020-01-23 23:20:00,434
2020-01-23 23:30:00,431
2020-01-23 23:40:00,213
2020-01-23 23:50:00,431
2020-01-24 00:00:00,417
2020-01-24 00:10:00,413
2020-01-24 00:20:00,411
2020-01-24 00:30:00,409
2020-01-24 00:40:00,403
2020-01-24 00:50:00,398
2020-01-24 01:00:00,391
2020-01-24 01:10:00,397
2020-01-24 01:20:00,391
2020-01-24 01:30:00,374
2020-01-24 01:40:00,369
2020-01-24 01:50:00,376
2020-01-24 02:00:00,372
2020-01-24 02:10:00,369
2020-01-24 02:20:00,371
2020-01-24 02:30:00,364
2020-01-24 02:40:00,358
2020-01-24 02:50:00,359
2020-01-24 03:00:00,360
2020-01-24 03:10:00,354
2020-01-24 03:20:00,353
2020-01-24 03:30:00,348
2020-01-24 03:40:00,344
2020-01-24 03:50:00,348
2020-01-24 04:00:00,175
2020-01-24 04:10:00,345
2020-01-24 04:20:00,352
2020-01-24 04:30:00,351
2020-01-24 04:40:00,348
2020-01-24 04:50:00,348
2020-01-24 05:00:00,350
2020-01-24 05:10:00,352
2020-01-24 05:20:00,355
2020-01-24 05:30:00,353
2020-01-24 05:40:00,355
2020-01-24 05:50:00,355
2020-01-24 06:00:00,354
2020-01-24 06:10:00,355
2020-01-24 06:20:00,357
2020-01-24 06:30:00,355
2020-01-24 06:40:00,354
2020-01-24 06:50:00,358
2020-01-24 07:00:00,358
2020-01-24 07:10:00,359
2020-01-24 07:20:00,351
2020-01-24 07:30:00,350
2020-01-24 07:40:00,358
2020-01-24 07:50:00,346
2020-01-24 08:00:00,367
2020-01-24 08:10:00,384
2020-01-24 08:20:00,396
2020-01-24 08:30:00,211
2020-01-24 08:40:00,426
2020-01-24 08:50:00,400
2020-01-24 09:00:00,364
2020-01-24 09:10:00,363
2020-01-24 09:20:00,356
2020-01-24 09:30:00,356
2020-01-24 09:40:00,363
2020-01-24 09:50:00,382
2020-01-24 10:00:00,378
2020-01-24 10:10:00,372
2020-01-24 10:20:00,380
2020-01-24 10:30:00,373
2020-01-24 10:40:00,194
2020-01-24 10:50:00,400
2020-01-24 11:00:00,386
