,time,Output Power;voltage;Avg,Energy generated (kWh),energy_rolling_avg
909,15-09-00,459.894007148865,7.464033161343167,7.555408116844118
910,15-10-00,466.8844529015977,7.577487306852314,7.547299974064977
911,15-11-00,466.5182446593773,7.571543382473384,7.547063009555012
912,15-12-00,472.3021429772921,7.665415496860496,7.574600478296482
913,15-13-00,473.1190657695541,7.678673729183734,7.5914306153426185
914,15-14-00,473.8137878889823,7.689948805623802,7.636613744198746
915,15-15-00,472.42258166526506,7.667369885339895,7.6545902598962625
916,15-16-00,467.7684625735902,7.591834812994817,7.658648546000547
917,15-17-00,468.63377510513055,7.605878012558012,7.646741049140052
918,15-18-00,465.5129569386044,7.555227335517337,7.622051770406772
919,15-19-00,468.6348786375102,7.605896070161078,7.605241223314228
920,15-20-00,473.4399280908326,7.683880989625985,7.6085434441714455
921,15-21-00,472.83085769554305,7.6739960060060035,7.624975682773683
922,15-22-00,475.1783620689648,7.712094982254962,7.6462190767130735
923,15-23-00,476.33812220353167,7.730918509418509,7.681357311493308
924,15-24-00,465.74186089150515,7.558942462462459,7.671966589953584
925,15-25-00,464.90664028595427,7.545387234507235,7.644267838929833
926,15-26-00,465.83680925147183,7.560483849303848,7.621565407589403
927,15-27-00,474.46743860386874,7.700557444717452,7.619257900081901
928,15-28-00,480.9159873843569,7.805216238056233,7.634117445809446
929,15-29-00,476.2435973927669,7.729384365274377,7.668205826371829
930,15-30-00,473.0092593776275,7.676890758940751,7.694506531258531
931,15-31-00,471.3909537426407,7.650626216216213,7.712535004641005
932,15-32-00,474.5294749369219,7.701563680043676,7.712736251706249
933,15-33-00,466.72941101766196,7.574969635544638,7.666686931203931
934,15-34-00,483.0585000841046,7.839988981708964,7.6888078544908485
935,15-35-00,481.31737771236357,7.811730532350526,7.715775809172802
936,15-36-00,472.47532077375894,7.668225202020209,7.719295606333603
937,15-37-00,475.90504230445754,7.7238887592137555,7.723760622167617
938,15-38-00,466.6895522287635,7.574322540267546,7.7236312031122
939,15-39-00,466.7944203532386,7.576023830193834,7.670838172809174
940,15-40-00,465.72899915895647,7.558733012558005,7.62023866885067
941,15-41-00,470.8676820857865,7.642133225498225,7.615020273546273
942,15-42-00,463.20829613120173,7.517822728637735,7.573807067431069
943,15-43-00,464.4422061396137,7.5378487264537295,7.566512304668305
944,15-44-00,464.6239818334731,7.540798439803446,7.559467226590229
945,15-45-00,468.3795020185027,7.601749810264819,7.56807058613159
946,15-46-00,464.26404196804015,7.534956176631179,7.546635176358182
947,15-47-00,466.12046778805706,7.565085621075628,7.556087754845761
948,15-48-00,467.59046593776316,7.588943690963697,7.566306747747754
949,15-49-00,468.7839911690499,7.608314733824735,7.5798100065520115
950,15-50-00,466.59061555929355,7.572715864045868,7.5740032173082215
951,15-51-00,464.65304011774623,7.541269320229316,7.5752658460278495
952,15-52-00,460.8984225399486,7.480332645372653,7.558315250887254
953,15-53-00,458.46840798990746,7.440893835653833,7.52870527982528
954,15-54-00,449.90217872161514,7.301864231504238,7.467415179361181
955,15-55-00,454.88885937762836,7.38279724542724,7.429431455637456
956,15-56-00,466.3340859545835,7.5685519642369705,7.434887984438987
957,15-57-00,462.9603254835998,7.513795619710618,7.44158057930658
958,15-58-00,455.44504415475194,7.391824314769313,7.431766675129675
959,15-59-00,454.763940622372,7.380769539994537,7.447547736827735
960,16-00-00,456.70647300252335,7.412296553371557,7.4534475984165995
961,16-01-00,460.9306790580321,7.480855341250334,7.435908273819271
962,16-02-00,459.1502182506308,7.451957847392844,7.423540719355716
963,16-03-00,456.5074577796468,7.409066321321325,7.42698912066612
964,16-04-00,454.0611009251473,7.369362278187281,7.424707668304668
965,16-05-00,460.04599890664446,7.466496565656578,7.435547670761672
966,16-06-00,467.6758841883939,7.590327926562936,7.457442187824194
967,16-07-00,461.378811858705,7.488127162162172,7.464676050778058
968,16-08-00,460.8633464255677,7.479760862680861,7.4788149590499655
969,16-09-00,453.55427081581155,7.361135521430521,7.477169607698613
970,16-10-00,456.68468191757825,7.411941164346164,7.466258527436532
971,16-11-00,458.2696038687964,7.4376643325143394,7.435725808626811
972,16-12-00,458.5499134566864,7.442213572208582,7.426543090636093
973,16-13-00,456.26506005046286,7.405130705705726,7.411617059241065
974,16-14-00,451.90540681244744,7.334373437073429,7.406264642369647
975,16-15-00,455.36764407064777,7.390565645645644,7.401989538629545
976,16-16-00,457.1698001682089,7.419814202839207,7.3984195126945185
977,16-17-00,457.025103700589,7.417465604695605,7.393469919191922
978,16-18-00,452.52398948696424,7.344412951132945,7.3813263682773655
979,16-19-00,451.17660656013516,7.322545668850657,7.378960814632812
980,16-20-00,449.58052346509703,7.296641184821187,7.36017592246792
981,16-21-00,447.6307217830104,7.264995918645925,7.3292122656292635
982,16-22-00,452.4744613961308,7.343608924378922,7.314440929565928
983,16-23-00,451.55133212783824,7.3286262462462535,7.311283588588589
984,16-24-00,452.2583682926829,7.340101448266463,7.31479474447175
985,16-25-00,446.1239010092514,7.240539739284741,7.30357445536446
986,16-26-00,440.3287051303614,7.146484535899541,7.279872178815185
987,16-27-00,443.89632153069863,7.2043867144417,7.252027736827739
988,16-28-00,452.6471762825904,7.346412065247076,7.255584900627904
989,16-29-00,454.2320888982332,7.3721340608790715,7.261991423150425
990,16-30-00,451.6544605550875,7.330299398034394,7.2799433549003565
991,16-31-00,454.1577269974767,7.370927272727266,7.324831902265902
992,16-32-00,454.57822321278377,7.377751359541358,7.359504831285832
993,16-33-00,462.81707653490315,7.511467309582317,7.392515880152881
994,16-34-00,459.87892775441554,7.463780986895994,7.410845265356267
995,16-35-00,455.60237039529045,7.394373447993437,7.423660075348074
996,16-36-00,453.382280319597,7.358341561561559,7.4211429331149334
997,16-37-00,455.9653916736755,7.400264989079995,7.425645659022661
998,16-38-00,454.6253380992426,7.378516610701603,7.399055519246518
999,16-39-00,462.7650343986549,7.510622306852311,7.408423783237781
1000,16-40-00,460.3385957106811,7.4712418959869025,7.423797472836474
1001,16-41-00,457.17595618166547,7.419912437892432,7.436111648102648
1002,16-42-00,456.3784326324638,7.406968493038495,7.4374523488943485
1003,16-43-00,458.832732800672,7.446801920556915,7.451109410865411
1004,16-44-00,461.97353944491226,7.497777153972154,7.44854038028938
1005,16-45-00,462.8822396972243,7.51252526208027,7.456797053508053
1006,16-46-00,461.72368788898194,7.49372144007644,7.471558853944854
1007,16-47-00,459.85926341463454,7.4634627395577375,7.482857703248703
1008,16-48-00,460.48400395290116,7.473601515151525,7.488217622167625
1009,16-49-00,453.952018587048,7.367588434343447,7.462179878241884
1010,16-50-00,449.5158077375942,7.2955902484302495,7.418792875511881
1011,16-51-00,454.51201614802346,7.376677507507514,7.395384088998094
1012,16-52-00,451.5628220353237,7.3288135517335435,7.368454251433256
1013,16-53-00,453.9430054667778,7.36744324733825,7.3472225978706005
1014,16-54-00,455.33404112699765,7.390019059514063,7.351708722904723
1015,16-55-00,450.9280798990744,7.318511238056239,7.356292920829921
1016,16-56-00,442.9590258200164,7.189174580944592,7.3187923355173385
1017,16-57-00,447.53565887300266,7.263452358722358,7.305720096915101
1018,16-58-00,451.99064701429756,7.335755904995909,7.299382628446632
1019,16-59-00,452.0600636669472,7.336883206388209,7.288755457821461
1020,17-00-00,454.11875138772075,7.370294411684391,7.299112092547091
1021,17-01-00,448.6179949537428,7.281018865683862,7.3174809494949455
1022,17-02-00,451.6068269974769,7.329526846846846,7.330695847119844
1023,17-03-00,452.5067527333891,7.344132279552278,7.332371122031117
1024,17-04-00,457.9414370058868,7.4323368686868685,7.351461854490848
1025,17-05-00,462.8018633305286,7.511221614796623,7.379647295113296
1026,17-06-00,462.4358091673673,7.505279999999992,7.4244995219765215
1027,17-07-00,458.9478639192592,7.448671624351615,7.448328477477476
1028,17-08-00,448.6980038687974,7.2823173300573405,7.435965487578488
1029,17-09-00,452.9729624053824,7.351698897078908,7.419837893256895
1030,17-10-00,455.72385424726707,7.396345309855309,7.3968626322686335
1031,17-11-00,451.63802077375885,7.330032826917825,7.361813197652199
1032,17-12-00,451.5536836837676,7.328664460824472,7.337811764946771
1033,17-13-00,453.0128708999167,7.352346728091725,7.351817644553648
1034,17-14-00,451.7198980656017,7.331361928746915,7.347750250887249
1035,17-15-00,452.36603238015124,7.341848942123939,7.336850977340975
1036,17-16-00,445.34763170731685,7.227940995086007,7.316432610974611
1037,17-17-00,443.3909188393611,7.196183804258796,7.289936479661476
1038,17-18-00,445.56530353238037,7.2314742396942355,7.265761981981979
1039,17-19-00,434.1595952901595,7.046360779415772,7.20876175211575
1040,17-20-00,431.41736240538256,7.001855485940472,7.140763060879057
1041,17-21-00,431.6194884777125,7.0051363540813485,7.096202132678124
1042,17-22-00,431.87021757779684,7.009204608244609,7.058806293475287
1043,17-23-00,426.48859251471816,6.921862355992342,6.996883916734909
1044,17-24-00,424.23969671993274,6.885362907452903,6.964684342342335
1045,17-25-00,424.26710412111015,6.885807530712529,6.941474751296747
1046,17-26-00,418.3943603868799,6.790493371553361,6.898546154791148
1047,17-27-00,413.0473856181662,6.703713585858583,6.837447950313942
1048,17-28-00,412.1823724137927,6.689674803439803,6.791010439803436
1049,17-29-00,413.38194583683764,6.709143912093909,6.755766640731636
1050,17-30-00,409.1974976450797,6.641230268905262,6.706851188370183
1051,17-31-00,402.71066433978143,6.535950076440077,6.655942529347527
1052,17-32-00,398.8176045416317,6.472766068796063,6.609753025935023
1053,17-33-00,402.4001886459212,6.530911072891064,6.578000279825275
1054,17-34-00,401.03307392766993,6.50872252388752,6.537916002183996
1055,17-35-00,405.8280092514716,6.586544582309583,6.526978864864861
1056,17-36-00,399.5385445752734,6.484467268632269,6.5166823033033
1057,17-37-00,395.66945912531594,6.4216719942669895,6.506463488397486
1058,17-38-00,399.42587283431374,6.48263888615888,6.496809051051048
1059,17-39-00,399.7661857863755,6.488161781326781,6.4926969025389
1060,17-40-00,399.2106239697224,6.479145767130768,6.471217139503137
1061,17-41-00,399.0531096719927,6.47658903767403,6.46964149331149
1062,17-42-00,397.6346360807399,6.453567691782683,6.476020632814628
1063,17-43-00,394.310883179142,6.399623555828554,6.459417566748563
1064,17-44-00,387.31385096719885,6.286063337428338,6.4189978779688746
1065,17-45-00,393.8583195962994,6.392278850668853,6.401624494676492
1066,17-46-00,397.256550042052,6.44743153016653,6.395792993174991
1067,17-47-00,386.19365323801514,6.267882630357623,6.35865598088998
1068,17-48-00,386.94802741799896,6.280125686595679,6.334756407043405
1069,17-49-00,389.02842918418816,6.313890277095263,6.34032179497679
1070,17-50-00,384.6883868797309,6.243452043407041,6.310556433524427
1071,17-51-00,390.165165264929,6.332339182364183,6.287537963963958
1072,17-52-00,385.67133666947,6.259405697515692,6.285842577395572
1073,17-53-00,385.5088144659377,6.25676817772317,6.28117107562107
1074,17-54-00,388.860141295206,6.311159276549267,6.2806248755118705
1075,17-55-00,396.7636154751888,6.439431777231768,6.3198208222768155
1076,17-56-00,391.4767272497902,6.353626506961503,6.32407828719628
1077,17-57-00,390.80685643397754,6.3427541823641835,6.3407479841659775
1078,17-58-00,390.73701446593765,6.341621019656014,6.357718552552547
1079,17-59-00,393.2254496215305,6.38200808490308,6.37188831422331
1080,18-00-00,394.5706364171567,6.40384016380017,6.36476999153699
1081,18-01-00,396.75512026913384,6.439294459459453,6.38190358203658
1082,18-02-00,392.83961597981573,6.375746130221129,6.38850197160797
1083,18-03-00,389.1184794785537,6.315351975156971,6.383248162708161
1084,18-04-00,388.8503559293525,6.311000853125856,6.369046716352716
1085,18-05-00,388.02288528174904,6.2975714537264444,6.347792974337971
1086,18-06-00,393.9278116904963,6.393407597597589,6.338615601965598
1087,18-07-00,395.3486588730027,6.416467826917817,6.346759941304936
1088,18-08-00,388.92755988225457,6.312253909363908,6.346140328146324
1089,18-09-00,394.4620336134456,6.407462724542725,6.365432702429696
1090,18-10-00,392.547338991596,6.376361007371009,6.381190613158609
1091,18-11-00,388.12625008403336,6.304546859131857,6.363418465465463
1092,18-12-00,393.90432033613456,6.398403424788414,6.359805585039583
1093,18-13-00,389.23600193277315,6.322572813267814,6.361869365820364
1094,18-14-00,389.1227320168063,6.320733910728907,6.344523603057601
1095,18-15-00,394.19927596638695,6.403194276549273,6.349890256893254
1096,18-16-00,395.76795445378195,6.428675592410571,6.374716003548996
1097,18-17-00,390.24871319327667,6.339023293748293,6.362839977340972
1098,18-18-00,389.50927042016764,6.3270121689871734,6.363727848484844
1099,18-19-00,391.50854655462217,6.359487245427244,6.371478515424512
1100,18-20-00,391.88119050420204,6.365540586950577,6.363947777504771
